config,n_agents,rep,density,speed
C1,25,0,0.7716049382716049,1.2911549148794175
C1,25,1,0.7716049382716049,1.3733737898621454
C1,25,2,0.7716049382716049,1.3138720663980061
C1,25,3,0.7716049382716049,1.3402313358299607
C1,25,4,0.7716049382716049,1.2961099742025408
C1,25,5,0.7716049382716049,1.3295114371079788
C1,25,6,0.7716049382716049,1.310686510031894
C1,25,7,0.7716049382716049,1.3082132265943176
C1,25,8,0.7716049382716049,1.3476785725110207
C1,25,9,0.7716049382716049,1.3253050522215095
C1,25,10,0.7716049382716049,1.3786180280895841
C1,25,11,0.7716049382716049,1.3644232553996676
C1,25,12,0.7716049382716049,1.3397427814005036
C1,25,13,0.7716049382716049,1.3478356485813274
C1,25,14,0.7716049382716049,1.232798362313728
C1,25,15,0.7716049382716049,1.2597419399996292
C1,25,16,0.7716049382716049,1.4101611664490288
C1,25,17,0.7716049382716049,1.305321599150941
C1,25,18,0.7716049382716049,1.289102416641874
C1,25,19,0.7716049382716049,1.3930585617769216
C1,25,20,0.7716049382716049,1.3446219174259317
C1,25,21,0.7716049382716049,1.3827535634685286
C1,25,22,0.7716049382716049,1.3959258786031163
C1,25,23,0.7716049382716049,1.3403174203746995
C1,25,24,0.7716049382716049,1.3466453156054632
C1,25,25,0.7716049382716049,1.3159521338869873
C1,25,26,0.7716049382716049,1.327181224069961
C1,25,27,0.7716049382716049,1.241540760585121
C1,25,28,0.7716049382716049,1.2915388342076728
C1,25,29,0.7716049382716049,1.2361087236133428
C1,32,0,0.9876543209876544,1.3240432716845911
C1,32,1,0.9876543209876544,1.3292890339456798
C1,32,2,0.9876543209876544,1.3244223878507013
C1,32,3,0.9876543209876544,1.2747023233933514
C1,32,4,0.9876543209876544,1.2906227080456187
C1,32,5,0.9876543209876544,1.3392074019860762
C1,32,6,0.9876543209876544,1.3471039742146493
C1,32,7,0.9876543209876544,1.3159474433794807
C1,32,8,0.9876543209876544,1.3641688235609382
C1,32,9,0.9876543209876544,1.3175032393859345
C1,32,10,0.9876543209876544,1.3297307467377613
C1,32,11,0.9876543209876544,1.373267826937581
C1,32,12,0.9876543209876544,1.376044386363722
C1,32,13,0.9876543209876544,1.3608218240736538
C1,32,14,0.9876543209876544,1.3167888567756763
C1,32,15,0.9876543209876544,1.2762699906056059
C1,32,16,0.9876543209876544,1.3212010116429351
C1,32,17,0.9876543209876544,1.3507605807844294
C1,32,18,0.9876543209876544,1.303578141926465
C1,32,19,0.9876543209876544,1.3582801291883388
C1,32,20,0.9876543209876544,1.2977663372565558
C1,32,21,0.9876543209876544,1.2792239910243202
C1,32,22,0.9876543209876544,1.3923523983170742
C1,32,23,0.9876543209876544,1.3601319332748667
C1,32,24,0.9876543209876544,1.281204448564099
C1,32,25,0.9876543209876544,1.2481856452668416
C1,32,26,0.9876543209876544,1.2846868910247613
C1,32,27,0.9876543209876544,1.3497972909688665
C1,32,28,0.9876543209876544,1.3272394697434788
C1,32,29,0.9876543209876544,1.3175367592735698
C1,48,0,1.4814814814814816,1.2467688223938258
C1,48,1,1.4814814814814816,1.2359389970263535
C1,48,2,1.4814814814814816,1.3134916084441732
C1,48,3,1.4814814814814816,1.3008714941497643
C1,48,4,1.4814814814814816,1.2952428581971358
C1,48,5,1.4814814814814816,1.297494299563028
C1,48,6,1.4814814814814816,1.2976363452391093
C1,48,7,1.4814814814814816,1.305973772923609
C1,48,8,1.4814814814814816,1.2896210813335474
C1,48,9,1.4814814814814816,1.3037876325865716
C1,48,10,1.4814814814814816,1.3066881273969355
C1,48,11,1.4814814814814816,1.3108923340767913
C1,48,12,1.4814814814814816,1.3124930971016384
C1,48,13,1.4814814814814816,1.2832514269710549
C1,48,14,1.4814814814814816,1.3280527633398997
C1,48,15,1.4814814814814816,1.3429129933274502
C1,48,16,1.4814814814814816,1.301008134186748
C1,48,17,1.4814814814814816,1.2858683949278524
C1,48,18,1.4814814814814816,1.3537578733183164
C1,48,19,1.4814814814814816,1.290347075049719
C1,48,20,1.4814814814814816,1.300985791238038
C1,48,21,1.4814814814814816,1.234336243520062
C1,48,22,1.4814814814814816,1.3053345297591559
C1,48,23,1.4814814814814816,1.2854447692078799
C1,48,24,1.4814814814814816,1.2514264019282273
C1,48,25,1.4814814814814816,1.3328939781409996
C1,48,26,1.4814814814814816,1.3096903780127644
C1,48,27,1.4814814814814816,1.2212415818581048
C1,48,28,1.4814814814814816,1.2730165692440596
C1,48,29,1.4814814814814816,1.2626756329700033
C1,64,0,1.9753086419753088,1.2064021439039745
C1,64,1,1.9753086419753088,1.213064960181241
C1,64,2,1.9753086419753088,1.2558098707093142
C1,64,3,1.9753086419753088,1.2386580616038336
C1,64,4,1.9753086419753088,1.2109052241721336
C1,64,5,1.9753086419753088,1.2056817584223025
C1,64,6,1.9753086419753088,1.1381076659525589
C1,64,7,1.9753086419753088,1.243960484778615
C1,64,8,1.9753086419753088,1.1855843064818263
C1,64,9,1.9753086419753088,1.1489802595423584
C1,64,10,1.9753086419753088,1.223317433404372
C1,64,11,1.9753086419753088,1.1827761853739263
C1,64,12,1.9753086419753088,1.1839603213557417
C1,64,13,1.9753086419753088,1.206048156159401
C1,64,14,1.9753086419753088,1.2199931336731422
C1,64,15,1.9753086419753088,1.1745832914202343
C1,64,16,1.9753086419753088,1.1250172086459513
C1,64,17,1.9753086419753088,1.1969700659849727
C1,64,18,1.9753086419753088,1.2148765748516681
C1,64,19,1.9753086419753088,1.1559965118066162
C1,64,20,1.9753086419753088,1.2185024891089167
C1,64,21,1.9753086419753088,1.2186185241756635
C1,64,22,1.9753086419753088,1.166476566855427
C1,64,23,1.9753086419753088,1.2594724917272364
C1,64,24,1.9753086419753088,1.2021914567280465
C1,64,25,1.9753086419753088,1.20974975048853
C1,64,26,1.9753086419753088,1.17605751246909
C1,64,27,1.9753086419753088,1.1963161003583935
C1,64,28,1.9753086419753088,1.214541286629173
C1,64,29,1.9753086419753088,1.1407209142887713
C1,81,0,2.5,1.1086368414962735
C1,81,1,2.5,1.133556199838228
C1,81,2,2.5,1.106975051013385
C1,81,3,2.5,1.1124804473383876
C1,81,4,2.5,1.1240322241307603
C1,81,5,2.5,1.1027823211384749
C1,81,6,2.5,1.0933748974360862
C1,81,7,2.5,1.1099551085901163
C1,81,8,2.5,1.1425296709217347
C1,81,9,2.5,1.0632119651230765
C1,81,10,2.5,1.112626015423634
C1,81,11,2.5,1.1282653929684776
C1,81,12,2.5,1.0541365562170468
C1,81,13,2.5,1.0723512451755275
C1,81,14,2.5,1.0851250283321878
C1,81,15,2.5,1.045407529860004
C1,81,16,2.5,1.0927581078246604
C1,81,17,2.5,1.100008791577488
C1,81,18,2.5,1.1060639949034838
C1,81,19,2.5,1.0678662022709942
C1,81,20,2.5,1.1011957351421988
C1,81,21,2.5,1.113683165602218
C1,81,22,2.5,1.0920948171267277
C1,81,23,2.5,1.1072165233326083
C1,81,24,2.5,1.07118983677619
C1,81,25,2.5,1.0871575927319155
C1,81,26,2.5,1.1372966048065491
C1,81,27,2.5,1.1029404985583204
C1,81,28,2.5,1.1283766001925974
C1,81,29,2.5,1.0855871251340523
C1,97,0,2.993827160493827,1.0083458936928265
C1,97,1,2.993827160493827,1.0515090879094628
C1,97,2,2.993827160493827,1.0131843033743937
C1,97,3,2.993827160493827,1.0063663133048395
C1,97,4,2.993827160493827,1.0347618199156075
C1,97,5,2.993827160493827,0.9790938824056193
C1,97,6,2.993827160493827,0.9757860240025441
C1,97,7,2.993827160493827,1.0413561301421015
C1,97,8,2.993827160493827,1.045965187609792
C1,97,9,2.993827160493827,1.0459585362169774
C1,97,10,2.993827160493827,0.9986651594785673
C1,97,11,2.993827160493827,1.0673976590470537
C1,97,12,2.993827160493827,0.9361602484293344
C1,97,13,2.993827160493827,1.0217427376725565
C1,97,14,2.993827160493827,1.0387697963377687
C1,97,15,2.993827160493827,1.0322977710292893
C1,97,16,2.993827160493827,1.032215971826066
C1,97,17,2.993827160493827,1.003486100611771
C1,97,18,2.993827160493827,1.050944128535476
C1,97,19,2.993827160493827,1.0041691079863213
C1,97,20,2.993827160493827,0.9982977564060869
C1,97,21,2.993827160493827,1.0133549993192594
C1,97,22,2.993827160493827,1.04719831854401
C1,97,23,2.993827160493827,0.9801691118106013
C1,97,24,2.993827160493827,1.0362468944722727
C1,97,25,2.993827160493827,0.9972475512622428
C1,97,26,2.993827160493827,1.0289971927215464
C1,97,27,2.993827160493827,1.0129135914580858
C1,97,28,2.993827160493827,1.0018603102764099
C1,97,29,2.993827160493827,1.0157683760708631
C1,113,0,3.4876543209876543,0.9426541985035941
C1,113,1,3.4876543209876543,0.9833882383306392
C1,113,2,3.4876543209876543,0.9246596065808214
C1,113,3,3.4876543209876543,0.9547221102090768
C1,113,4,3.4876543209876543,0.9130060235108757
C1,113,5,3.4876543209876543,0.9166307598231221
C1,113,6,3.4876543209876543,0.8768795521697943
C1,113,7,3.4876543209876543,0.9727456506504629
C1,113,8,3.4876543209876543,0.9212302741936592
C1,113,9,3.4876543209876543,0.9276101368449485
C1,113,10,3.4876543209876543,0.9141364479763545
C1,113,11,3.4876543209876543,0.885636758567865
C1,113,12,3.4876543209876543,0.923070743127272
C1,113,13,3.4876543209876543,0.941986526409502
C1,113,14,3.4876543209876543,0.9368376139394865
C1,113,15,3.4876543209876543,0.9240618519464476
C1,113,16,3.4876543209876543,0.9830195053478091
C1,113,17,3.4876543209876543,0.928559944330176
C1,113,18,3.4876543209876543,0.9377154984110612
C1,113,19,3.4876543209876543,0.9256809732662087
C1,113,20,3.4876543209876543,0.8983208404671902
C1,113,21,3.4876543209876543,0.9433086124997164
C1,113,22,3.4876543209876543,0.9739930591856503
C1,113,23,3.4876543209876543,0.9591473080257306
C1,113,24,3.4876543209876543,0.9879637494258213
C1,113,25,3.4876543209876543,0.9490401779773637
C1,113,26,3.4876543209876543,0.9713088835065903
C1,113,27,3.4876543209876543,0.9417455428429037
C1,113,28,3.4876543209876543,0.9251858716293726
C1,113,29,3.4876543209876543,0.9203336100769688
C1,129,0,3.981481481481482,0.8882731039497519
C1,129,1,3.981481481481482,0.9054363677561389
C1,129,2,3.981481481481482,0.8795785611765526
C1,129,3,3.981481481481482,0.8735435136600375
C1,129,4,3.981481481481482,0.8281428091726132
C1,129,5,3.981481481481482,0.8747274396844255
C1,129,6,3.981481481481482,0.8177147201121833
C1,129,7,3.981481481481482,0.8927769766695504
C1,129,8,3.981481481481482,0.857587624175147
C1,129,9,3.981481481481482,0.8784046972469565
C1,129,10,3.981481481481482,0.8396646033181201
C1,129,11,3.981481481481482,0.8731014510884564
C1,129,12,3.981481481481482,0.8976595547168631
C1,129,13,3.981481481481482,0.8873546408989136
C1,129,14,3.981481481481482,0.9192802468839705
C1,129,15,3.981481481481482,0.8520229146485994
C1,129,16,3.981481481481482,0.9185488972183016
C1,129,17,3.981481481481482,0.9032844752058444
C1,129,18,3.981481481481482,0.8698613853988079
C1,129,19,3.981481481481482,0.8174232337838386
C1,129,20,3.981481481481482,0.867716614334572
C1,129,21,3.981481481481482,0.8589415333639134
C1,129,22,3.981481481481482,0.9288741012715273
C1,129,23,3.981481481481482,0.871363120661462
C1,129,24,3.981481481481482,0.9180879111160986
C1,129,25,3.981481481481482,0.8638184086284928
C1,129,26,3.981481481481482,0.912634716608944
C1,129,27,3.981481481481482,0.8742235246272776
C1,129,28,3.981481481481482,0.8221856630119423
C1,129,29,3.981481481481482,0.8515765733214812
C1,145,0,4.4753086419753085,0.8386885244477364
C1,145,1,4.4753086419753085,0.8458638494278713
C1,145,2,4.4753086419753085,0.856863199414892
C1,145,3,4.4753086419753085,0.8430426620220551
C1,145,4,4.4753086419753085,0.8182200250453203
C1,145,5,4.4753086419753085,0.8287218937514236
C1,145,6,4.4753086419753085,0.8453346666695996
C1,145,7,4.4753086419753085,0.8601403860556555
C1,145,8,4.4753086419753085,0.8370270332264328
C1,145,9,4.4753086419753085,0.844204827254895
C1,145,10,4.4753086419753085,0.8434425863807011
C1,145,11,4.4753086419753085,0.8203629369142906
C1,145,12,4.4753086419753085,0.822127561474934
C1,145,13,4.4753086419753085,0.8064893331821639
C1,145,14,4.4753086419753085,0.851944888030004
C1,145,15,4.4753086419753085,0.8341925002483711
C1,145,16,4.4753086419753085,0.8602170771510288
C1,145,17,4.4753086419753085,0.8529003438116011
C1,145,18,4.4753086419753085,0.8020290649958857
C1,145,19,4.4753086419753085,0.8041491763066274
C1,145,20,4.4753086419753085,0.8536162013932206
C1,145,21,4.4753086419753085,0.8232666476890982
C1,145,22,4.4753086419753085,0.8530581658436449
C1,145,23,4.4753086419753085,0.8417830517437931
C1,145,24,4.4753086419753085,0.8692227077054531
C1,145,25,4.4753086419753085,0.8542098553859737
C1,145,26,4.4753086419753085,0.8376269679535779
C1,145,27,4.4753086419753085,0.7797294517043458
C1,145,28,4.4753086419753085,0.8000417984327667
C1,145,29,4.4753086419753085,0.8366230807960716
C1,162,0,5.0,0.780708706405526
C1,162,1,5.0,0.7648282148844407
C1,162,2,5.0,0.8179283467796031
C1,162,3,5.0,0.8024740237446039
C1,162,4,5.0,0.7587826729890682
C1,162,5,5.0,0.8022639499434583
C1,162,6,5.0,0.8144830248739007
C1,162,7,5.0,0.806253587930556
C1,162,8,5.0,0.7766806610510535
C1,162,9,5.0,0.7882141488466352
C1,162,10,5.0,0.8198292983940444
C1,162,11,5.0,0.672105168198563
C1,162,12,5.0,0.7981417357192017
C1,162,13,5.0,0.7578468402775304
C1,162,14,5.0,0.7597577833480341
C1,162,15,5.0,0.7936646164617132
C1,162,16,5.0,0.8105832675694435
C1,162,17,5.0,0.7849536449445288
C1,162,18,5.0,0.7662103173476293
C1,162,19,5.0,0.7374501327979959
C1,162,20,5.0,0.7932596978059503
C1,162,21,5.0,0.7825738058277879
C1,162,22,5.0,0.794204314200114
C1,162,23,5.0,0.806101941339344
C1,162,24,5.0,0.8075251399234512
C1,162,25,5.0,0.8318885514277982
C1,162,26,5.0,0.7792904080493662
C1,162,27,5.0,0.7235992742628785
C1,162,28,5.0,0.7820251947009579
C1,162,29,5.0,0.7966759062824076
