config,sigma,seed,completion,evacuation_time,mean_speed,max_density,collision_count,agents_exited,wall_time_s
C1,0.1,58,1,123.48000000002627,0.7013261015042459,2.2989047335495996,1337,100,58.32129774999339
C1,0.1,59,1,161.2799999999983,0.664001778969713,2.2635369684180673,1133,100,58.40511420799885
C1,0.1,60,1,130.99000000002584,0.694630505235178,2.2989047335495996,1060,100,46.50765166702331
C1,0.1,61,1,154.27000000000467,0.6640035637830548,2.369640263812664,1047,100,49.63651012498303
C1,0.1,62,1,181.1699999999802,0.689107382685226,2.228169203286535,990,100,43.51122524999664
C1,0.1,63,1,480.7099999997078,0.6135006945838736,2.228169203286535,982,100,62.560507707996294
C1,0.1,64,1,269.5899999998998,0.6200383609977248,2.1928014381550023,1397,100,51.271532000013394
C1,0.1,65,1,139.4100000000182,0.6976613135406967,2.1928014381550023,1013,100,49.16667062501074
C1,0.1,66,1,184.9199999999768,0.6841415029303088,2.2635369684180673,1054,100,43.98580741600017
C1,0.2,42,1,220.16999999994474,1.097854688944161,2.015962612497341,9776,100,44.43438887500088
C1,0.2,43,1,204.55999999995893,1.1037721809067225,2.051330377628873,8575,100,39.61073162499815
C1,0.2,44,1,376.6699999998024,0.994198890221817,2.051330377628873,9181,100,47.76882779202424
C1,0.2,45,1,378.1399999998011,0.9233141844489262,2.1220659078919377,9663,100,46.74143704099697
C1,0.2,46,1,208.5599999999553,1.1728428318681472,2.15743367302347,8578,100,37.530181624984834
C1,0.2,47,1,262.06999999990666,1.202324572154321,2.1220659078919377,9515,100,53.08800204200088
C1,0.2,48,1,168.57999999999166,1.1325981766602213,2.051330377628873,9752,100,54.92580283302232
C1,0.2,49,1,181.59999999997981,1.1081959580602172,2.051330377628873,8404,100,59.049164374999236
C1,0.2,50,1,210.17999999995382,1.1385871493200044,2.0866981427604054,9697,100,51.24329774998478
C1,0.2,51,1,218.1299999999466,1.0890921274354506,2.15743367302347,9946,100,39.75593420799123
C1,0.2,52,1,227.22999999993831,1.0742889642117575,2.015962612497341,10148,100,45.365404667012626
C1,0.2,53,1,180.97999999998038,1.2071396344464713,2.15743367302347,9481,100,42.66901524999412
C1,0.2,54,1,259.33999999990914,1.0475785262594781,2.0866981427604054,8612,100,43.72839437497896
C1,0.2,55,1,190.25999999997194,1.0757837997651754,2.15743367302347,9440,100,38.527715208998416
C1,0.2,56,1,142.23000000001562,1.1336139160116596,2.2635369684180673,10150,100,36.79627941700164
C1,0.2,57,1,529.2799999996637,0.8685984760958932,2.051330377628873,10120,100,60.91149116697488
C1,0.2,58,1,186.75999999997512,1.1805467901191493,2.0866981427604054,10578,100,37.63796766701853
C1,0.2,59,1,136.2100000000211,1.1512540152650395,2.0866981427604054,9860,100,36.07737354200799
C1,0.2,60,1,173.18999999998746,1.1745484046818433,2.1220659078919377,8383,100,31.262083832989447
C1,0.2,61,1,182.24999999997922,1.0617617691975272,2.0866981427604054,8839,100,37.41567208300694
C1,0.2,62,1,155.2400000000038,1.145384468724728,2.15743367302347,8277,100,37.04647762500099
C1,0.2,63,1,201.10999999996207,1.173395394093723,2.015962612497341,8159,100,40.403180416004034
C1,0.2,64,1,156.5400000000026,1.1493638130791166,2.0866981427604054,10811,100,39.40577541600214
C1,0.2,65,1,137.8700000000196,1.1546174922891301,2.0866981427604054,9312,100,35.38244387501618
C1,0.2,66,1,169.3999999999909,1.177850555663912,2.1928014381550023,10873,100,37.46484279198921
C1,0.03,42,0,-1.0,0.21636172278943175,2.334272498681132,335,99,71.74253608399886
C1,0.03,43,0,-1.0,0.2204771798641356,2.369640263812664,271,99,71.45584099998814
C1,0.03,44,0,-1.0,0.2089370251668456,2.4050080289441964,351,97,68.16475325002102
C1,0.03,45,0,-1.0,0.2110430792661191,2.4050080289441964,308,99,71.27566508401651
C1,0.03,46,0,-1.0,0.21882896555023706,2.475743559207261,330,98,72.68194154201774
C1,0.03,47,0,-1.0,0.2154686094163066,2.334272498681132,295,97,69.05902833299479
C1,0.03,48,0,-1.0,0.21931772348172685,2.4050080289441964,326,99,63.67675458401209
C1,0.03,49,0,-1.0,0.20415085923539988,2.4050080289441964,317,99,67.10097516598762
C1,0.03,50,0,-1.0,0.21671357303788072,2.4050080289441964,386,99,65.30587087498861
C1,0.03,51,0,-1.0,0.21813051414819537,2.4050080289441964,335,97,66.17542062501889
C1,0.03,52,0,-1.0,0.21765748729461903,2.369640263812664,283,99,69.86404429099639
C1,0.03,53,0,-1.0,0.22624215871617467,2.334272498681132,292,99,67.39399708298151
C1,0.03,54,0,-1.0,0.22155151182404567,2.4050080289441964,240,97,73.15611787501257
C1,0.03,55,0,-1.0,0.22307501712292557,2.4403757940757287,294,99,67.3871008749993
C1,0.03,56,0,-1.0,0.21152447244625525,2.2989047335495996,382,98,66.69978649998666
C1,0.03,57,0,-1.0,0.21149319011607062,2.228169203286535,376,99,72.6801208340039
C1,0.03,58,0,-1.0,0.21779258065602514,2.369640263812664,368,97,71.33893350002472
C1,0.03,59,0,-1.0,0.2179150207811837,2.369640263812664,252,97,69.52948966700933
C1,0.03,60,1,137.24000000002016,0.30440168966210807,2.4050080289441964,260,100,43.556971375015564
C1,0.03,61,1,161.7199999999979,0.27600506361317434,2.4403757940757287,350,100,47.50193654099712
C1,0.03,62,0,-1.0,0.2225465919670852,2.4050080289441964,354,98,69.93541133301915
C1,0.03,63,0,-1.0,0.21365159536965922,2.334272498681132,299,98,69.86013720798655
C1,0.03,64,0,-1.0,0.2143375078246299,2.334272498681132,421,98,69.59479283299879
C1,0.03,65,1,324.87999999984953,0.23552239645891426,2.4050080289441964,266,100,58.2623250829929
C1,0.03,66,0,-1.0,0.22856750948101298,2.369640263812664,343,99,64.2015699580079
C1,0.04,42,0,-1.0,0.26579942419156755,2.2635369684180673,336,99,68.36969145899639
C1,0.04,43,0,-1.0,0.2843125740003638,2.334272498681132,271,99,62.80124591701315
C1,0.04,44,0,-1.0,0.268454813517007,2.369640263812664,358,98,67.74104729099781
C1,0.04,45,1,171.40999999998908,0.3293313216853726,2.4050080289441964,308,100,46.74227700001211
C1,0.04,46,0,-1.0,0.28312506884994276,2.4050080289441964,336,97,71.12891654201667
C1,0.04,47,1,297.2199999998747,0.3028549738048006,2.334272498681132,300,100,51.7500851250079
C1,0.04,48,1,164.70999999999518,0.32466725943909314,2.4050080289441964,335,100,47.871134082990466
C1,0.04,49,1,182.13999999997932,0.3230430223445331,2.369640263812664,315,100,51.52260512500652
C1,0.04,50,0,-1.0,0.2752610007036625,2.4050080289441964,361,97,69.81517325001187
C1,0.04,51,0,-1.0,0.2801413719480293,2.4403757940757287,347,99,62.377807207987644
C1,0.04,52,0,-1.0,0.28419889797485476,2.2989047335495996,289,98,75.8517591659911
C1,0.04,53,1,162.55999999999713,0.3282079838577852,2.369640263812664,296,100,43.88907837498118
C1,0.04,54,0,-1.0,0.2866661938735535,2.334272498681132,245,99,68.7704427089775
C1,0.04,55,0,-1.0,0.28894247726441297,2.4403757940757287,305,99,67.39321654100786
C1,0.04,56,0,-1.0,0.2658367593398633,2.2989047335495996,408,99,61.0382614590053
C1,0.04,57,0,-1.0,0.27821482282604015,2.2989047335495996,373,97,71.41965170900221
C1,0.04,58,1,137.9600000000195,0.35345665604830107,2.369640263812664,391,100,46.04765820800094
C1,0.04,59,0,-1.0,0.2779621781811699,2.369640263812664,260,98,68.74100333399838
C1,0.04,60,1,285.879999999885,0.3032691256415326,2.4050080289441964,279,100,52.090709459007485
C1,0.04,61,1,435.7299999997487,0.29460474748360305,2.4403757940757287,359,100,58.76516249999986
C1,0.04,62,1,163.3599999999964,0.3326950725543236,2.369640263812664,343,100,45.98733366699889
C1,0.04,63,0,-1.0,0.26019574900363956,2.2989047335495996,294,99,68.14199833400198
C1,0.04,64,0,-1.0,0.28579665564755247,2.2635369684180673,461,99,64.46669433399802
C1,0.04,65,0,-1.0,0.27605792328431006,2.334272498681132,252,97,68.06128991598962
C1,0.04,66,0,-1.0,0.2826315149461516,2.334272498681132,351,97,65.95522337500006
C1,0.06,42,1,267.9599999999013,0.4196168914061946,2.2635369684180673,391,100,48.75983733299654
C1,0.06,43,1,133.70000000002338,0.4456811168249671,2.334272498681132,334,100,42.26459974999307
C1,0.06,44,1,184.52999999997715,0.4325127146045366,2.334272498681132,369,100,43.71257508400595
C1,0.06,45,1,472.49999999971527,0.40367403492340204,2.2989047335495996,339,100,60.51199554200866
C1,0.06,46,1,204.9199999999586,0.44980048407126055,2.369640263812664,381,100,46.23276216699742
C1,0.06,47,1,237.08999999992935,0.4257176797533868,2.334272498681132,316,100,48.62666937499307
C1,0.06,48,1,158.69000000000065,0.44658626374719884,2.334272498681132,368,100,41.97442154199234
C1,0.06,49,1,182.14999999997931,0.44030597085456785,2.334272498681132,354,100,40.23366108399932
C1,0.06,50,0,-1.0,0.4075530688718526,2.334272498681132,388,97,66.07448245797423
C1,0.06,51,0,-1.0,0.40965275090838993,2.4050080289441964,415,99,66.28835541600711
C1,0.06,52,1,430.51999999975345,0.41638312154153684,2.2989047335495996,307,100,57.53686766701867
C1,0.06,53,1,315.6499999998579,0.4192183298184673,2.334272498681132,321,100,51.931090332975145
C1,0.06,54,1,181.68999999997973,0.4440050929516635,2.334272498681132,266,100,44.01491416597855
C1,0.06,55,0,-1.0,0.418559812991694,2.4050080289441964,301,99,61.0953415830154
C1,0.06,56,1,154.70000000000428,0.44698987977505084,2.2635369684180673,451,100,42.65869658300653
C1,0.06,57,0,-1.0,0.39319236738883756,2.2635369684180673,417,99,66.05017837500782
C1,0.06,58,1,125.97000000002754,0.4693356441509702,2.369640263812664,431,100,38.96574937499827
C1,0.06,59,0,-1.0,0.40266147497675403,2.369640263812664,285,98,66.61568758400972
C1,0.06,60,1,130.1600000000266,0.46679462268517,2.369640263812664,296,100,42.82172525001806
C1,0.06,61,1,394.34999999978635,0.4189692545291211,2.4050080289441964,396,100,58.29268083398347
C1,0.06,62,1,144.2300000000138,0.447230567326665,2.334272498681132,372,100,39.99271245798445
C1,0.06,63,0,-1.0,0.4020973670337318,2.2989047335495996,327,97,71.164258875011
C1,0.06,64,0,-1.0,0.4128786083511434,2.334272498681132,497,99,67.54967587499414
C1,0.06,65,1,538.4299999996554,0.39272194600365734,2.369640263812664,301,100,60.303821499983314
C1,0.06,66,1,501.11999999968924,0.40218566880560236,2.334272498681132,391,100,59.19896208299906
C1,0.07,42,1,144.16000000001387,0.5056905259860545,2.2989047335495996,424,100,45.87500087500666
C1,0.07,43,1,339.6499999998361,0.48765656615644487,2.2989047335495996,354,100,50.8664109170204
C1,0.07,44,1,350.27999999982643,0.44922061484514686,2.2989047335495996,434,100,51.262949041003594
C1,0.07,45,1,302.4599999998699,0.4704761796181891,2.2989047335495996,418,100,52.66194545899634
C1,0.07,46,1,204.72999999995878,0.5136829638870867,2.4050080289441964,429,100,45.99965825001709
C1,0.07,47,1,161.1599999999984,0.5112018773116954,2.2635369684180673,376,100,40.30770583299454
C1,0.07,48,0,-1.0,0.47392885802265994,2.2989047335495996,396,99,63.78501508300542
C1,0.07,49,1,149.00000000000946,0.500535572240137,2.2635369684180673,418,100,39.93825674999971
C1,0.07,50,0,-1.0,0.4641177170319173,2.334272498681132,468,99,63.29598870797781
C1,0.07,51,1,254.56999999991345,0.494963468639709,2.4050080289441964,529,100,45.94229958401411
C1,0.07,52,1,149.38000000000912,0.5015655226320578,2.2635369684180673,338,100,44.28745004200027
C1,0.07,53,1,207.60999999995616,0.5020148140394197,2.369640263812664,425,100,46.35816437500762
C1,0.07,54,1,487.92999999970124,0.4747846483883159,2.2989047335495996,330,100,60.656423082982656
C1,0.07,55,1,372.90999999980585,0.47962315986158904,2.334272498681132,370,100,49.50458695800626
C1,0.07,56,1,429.929999999754,0.44850998497824374,2.2635369684180673,462,100,56.02146029099822
C1,0.07,57,1,529.1399999996638,0.4549311735186352,2.334272498681132,467,100,64.693179666996
C1,0.07,58,1,171.08999999998937,0.4953899371506793,2.334272498681132,501,100,45.40688104199944
C1,0.07,59,1,190.46999999997175,0.49319997173397756,2.334272498681132,356,100,46.165741750010056
C1,0.07,60,1,137.51000000001991,0.5233241593565585,2.369640263812664,361,100,41.09879670900409
C1,0.07,61,1,280.12999999989023,0.4919515595954027,2.334272498681132,437,100,51.4627997080097
C1,0.07,62,1,143.1200000000148,0.5073768946934939,2.2989047335495996,451,100,41.24062275001779
C1,0.07,63,1,344.10999999983204,0.4873098204716058,2.2989047335495996,399,100,50.421691625000676
C1,0.07,64,1,149.21000000000927,0.502441302468961,2.2635369684180673,558,100,40.51059829199221
C1,0.07,65,1,206.5699999999571,0.5052457248402552,2.2635369684180673,321,100,46.83498295900063
C1,0.07,66,1,362.25999999981553,0.4995469211303114,2.334272498681132,450,100,54.757997208012966
